recno,LC,TBest,TBest2,Mbest,Mbest2,SolID,Source,Pf,e_Pf,P1O,e_P1O,P2O,e_P2O,P3O,e_P3O,EpG,e_EpG,EpBP,e_EpBP,EpRP,e_EpRP,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,AmpG,e_AmpG,AmpBP,e_AmpBP,AmpRP,e_AmpRP,[Fe/H],e_[Fe/H],R21G,e_R21G,R31G,e_R31G,phi21G,e_phi21G,phi31G,e_phi31G,o_EpG,o_EpBP,o_EpRP,RA_ICRS,DE_ICRS,_RA.icrs,_DE.icrs
5373,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687248413174572928,3.1925213,1.18E-5,nan,nan,nan,nan,nan,nan,1693.70395338,1.669E-5,1693.91944258,1.669E-5,1693.72705176,1.669E-5,16.2271,6.0E-4,16.5041,0.0029,15.782,0.0031,1.023511,0.00263,0.928321,0.012061,0.77055,0.024058,-0.21,0.22,0.45706,0.00281,0.23095,0.00188,4.14688,0.00593,1.8984,0.01046,28,26,27,17.98226557096,-72.72165805956,17.98226557096,-72.72165805956
5374,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687255285112287104,1.62622856,2.68E-6,nan,nan,nan,nan,nan,nan,1697.11966223,3.78E-6,1697.18309174,3.78E-6,1697.14637525,3.78E-6,17.2483,7.0E-4,17.2565,0.0032,16.4408,0.0124,0.943666,0.002147,0.992974,0.012632,0.662168,0.069225,-0.88,0.22,0.66107,0.00585,0.44395,0.00355,3.75214,0.00811,1.028,0.01911,32,28,29,18.36370789344,-72.61059932881,18.36370789344,-72.61059932881
5375,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687257930822054656,2.27358244,7.66E-6,nan,nan,nan,nan,nan,nan,1696.50875429,1.084E-5,1696.54501037,1.084E-5,1696.53176184,1.084E-5,16.1863,6.0E-4,16.3892,0.0034,15.8241,0.0062,0.926379,0.001664,1.068125,0.01042,0.678304,0.01803,-0.16,0.22,0.44104,0.00175,0.23594,0.00166,4.01877,0.00432,1.90436,0.00603,31,27,26,18.10423749868,-72.62976018579,18.10423749868,-72.62976018579
5376,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687285109358232704,nan,nan,1.7328981,9.02E-6,nan,nan,nan,nan,1696.87822944,1.275E-5,1696.91879523,1.275E-5,1696.9079864,1.275E-5,16.7071,3.0E-4,16.8982,0.0021,16.3458,0.0021,0.486063,0.00121,0.563149,0.010559,0.363047,0.010688,nan,nan,0.0955,0.00324,nan,nan,3.60694,0.02848,nan,nan,32,27,25,19.56237812757,-72.72549463069,19.56237812757,-72.72549463069
5377,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687288339173543040,1.97224859,1.51E-5,nan,nan,nan,nan,nan,nan,1696.62644937,2.135E-5,1696.92891483,2.135E-5,1696.6557908,2.135E-5,16.4555,0.0021,16.7867,0.0288,16.0649,0.0036,0.797263,0.003325,0.606658,0.014247,0.34466,0.009679,-0.01,0.22,0.39662,0.00393,0.20578,0.00372,3.90637,0.00832,1.57595,0.01895,29,26,26,19.88106594071,-72.60461356008,19.88106594071,-72.60461356008
5378,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687302220507319936,nan,nan,3.17296468,2.7257E-4,nan,nan,nan,nan,1691.97574468,3.8547E-4,1691.97574468,3.8547E-4,1691.97574468,3.8547E-4,15.6638,5.0E-4,nan,nan,nan,nan,0.212073,0.001516,nan,nan,nan,nan,nan,nan,0.13177,0.05873,nan,nan,4.14495,1.20968,nan,nan,24,20,18,21.20366853053,-72.59916966517,21.20366853053,-72.59916966517
5379,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687339947500453760,2.11466568,5.2E-6,nan,nan,nan,nan,nan,nan,1696.77406761,7.36E-6,1696.79648953,7.36E-6,1696.7977099,7.36E-6,16.5473,0.0015,16.7255,0.0027,16.1395,0.0078,0.985591,0.003842,1.016233,0.00885,0.717742,0.017325,nan,nan,0.76479,0.01802,0.3709,0.00344,4.12737,0.01877,2.3754,0.04213,32,29,30,19.63800471416,-72.46241370591,19.63800471416,-72.46241370591
5380,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687357024290315648,nan,nan,1.72575582,6.56E-6,nan,nan,nan,nan,1696.37448677,9.28E-6,1696.33494141,9.28E-6,1696.37292462,9.28E-6,16.182,3.0E-4,16.4063,0.0017,15.7877,0.0018,0.42971,0.001195,0.515923,0.00805,0.296665,0.00803,nan,nan,0.14812,0.00309,nan,nan,4.55755,0.01999,nan,nan,30,29,27,19.28354228955,-72.33472758541,19.28354228955,-72.33472758541
5381,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687375299378344320,nan,nan,0.71243723,2.47E-6,nan,nan,nan,nan,1699.34129759,3.5E-6,1699.34129759,3.5E-6,1699.34129759,3.5E-6,17.6263,0.0013,nan,nan,nan,nan,0.395684,0.004431,nan,nan,nan,nan,nan,nan,0.22451,0.00555,nan,nan,3.67111,0.03538,nan,nan,26,19,23,20.83757621882,-72.14819646238,20.83757621882,-72.14819646238
5382,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687407395689766528,nan,nan,0.96362527,6.79E-6,nan,nan,nan,nan,1698.79042161,9.6E-6,1698.77513851,9.6E-6,1698.77907205,9.6E-6,17.5613,0.0014,17.6351,0.0043,17.1061,0.0047,0.544891,0.002294,0.542398,0.020555,0.368654,0.019643,nan,nan,0.25995,0.00503,0.07459,0.00631,4.21304,0.01537,1.88161,0.0731,30,27,28,15.65457619745,-72.99561632961,15.65457619745,-72.99561632961
5383,LC,DCEP,,MULTI,F/2O,369295549951641967,4687408598280518144,1.32292905,9.9E-6,nan,nan,0.87517585,2.8324E-4,nan,nan,1697.46021542,7.96E-6,1697.55208722,7.96E-6,1698.76216369,7.96E-6,17.3028,0.0026,17.5442,0.0074,16.8374,0.0086,0.62231,0.003609,0.726524,0.010479,0.49237,0.012135,nan,nan,0.35912,0.004,0.16838,0.00367,4.13581,0.02146,1.78699,0.02593,27,25,25,15.5755041718,-72.94408062783,15.5755041718,-72.94408062783
5384,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687408701359703680,nan,nan,2.15370611,3.07E-5,nan,nan,nan,nan,1695.22271533,4.341E-5,1738.3273846,4.341E-5,1695.21557813,4.341E-5,16.1693,5.0E-4,16.3848,0.0056,15.7482,0.0049,0.220649,0.001818,0.272762,0.016908,0.170122,0.01904,nan,nan,0.05827,0.01317,nan,nan,4.58577,0.57754,nan,nan,28,22,23,15.62792553883,-72.93329761891,15.62792553883,-72.93329761891
5385,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687412034255475200,nan,nan,1.31203028,4.58E-6,nan,nan,nan,nan,1698.67094862,6.47E-6,1698.69228109,6.47E-6,1698.73026192,6.47E-6,16.4734,4.0E-4,16.6505,0.002,16.0751,0.0018,0.466769,0.001703,0.555082,0.008887,0.339355,0.006635,nan,nan,0.18743,0.0028,0.04161,0.00983,4.09134,0.01709,3.13937,0.22047,34,34,33,16.60725930293,-72.86385428285,16.60725930293,-72.86385428285
5386,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687412343493105920,nan,nan,0.84923198,2.75E-6,nan,nan,nan,nan,1699.61293702,3.88E-6,1699.57580698,3.88E-6,1699.59111628,3.88E-6,17.6489,7.0E-4,17.8952,0.0072,17.2029,0.0062,0.307422,0.002456,0.299416,0.020081,0.17874,0.020585,nan,nan,0.21149,0.00813,0.08379,0.00871,3.82682,0.05938,1.24793,0.09299,32,28,28,16.75994091268,-72.85547217207,16.75994091268,-72.85547217207
5387,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687415775146949632,1.53285394,7.43E-6,nan,nan,nan,nan,nan,nan,1697.20093608,1.05E-5,1697.30298377,1.05E-5,1697.22156795,1.05E-5,17.1657,7.0E-4,17.4354,0.0122,16.48,0.0485,0.830129,0.003784,0.793682,0.039737,1.001101,0.217962,-0.37,0.22,0.50585,0.00595,0.2588,0.00638,3.81212,0.00878,1.24715,0.01689,34,26,29,16.9887270664,-72.71552289278,16.9887270664,-72.71552289278
5388,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687417394374509952,nan,nan,1.80973025,8.83E-6,nan,nan,nan,nan,1696.69392471,1.249E-5,1696.75925477,1.249E-5,1696.84505465,1.249E-5,16.4782,3.0E-4,16.6993,0.0028,16.0388,0.0022,0.354412,0.001336,0.434509,0.008748,0.259285,0.007511,nan,nan,0.11368,0.00324,nan,nan,4.58092,0.02444,nan,nan,29,24,23,16.35890104655,-72.76087978805,16.35890104655,-72.76087978805
5389,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687420280592275712,nan,nan,2.2427103,1.209E-5,nan,nan,nan,nan,1694.93489046,1.709E-5,1694.95082988,1.709E-5,1694.95002383,1.709E-5,15.8998,3.0E-4,16.1247,0.0014,15.497,0.0014,0.38622,0.001388,0.476091,0.005932,0.274945,0.00652,nan,nan,0.05545,0.0029,nan,nan,3.84735,0.05928,nan,nan,27,25,26,17.04847997372,-72.59993500753,17.04847997372,-72.59993500753
5390,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687430588516326656,6.2963293,5.885E-5,nan,nan,nan,nan,nan,nan,1683.87931323,8.322E-5,1683.97960837,8.322E-5,1683.90604261,8.322E-5,15.5616,3.0E-4,15.9031,0.0039,15.0076,0.0025,0.557459,0.001711,0.742179,0.017478,0.451909,0.012498,-0.17,0.23,0.4569,0.00201,0.15812,0.00202,4.73334,0.00507,2.89872,0.01334,31,28,29,16.28757100023,-72.66887869613,16.28757100023,-72.66887869613
5391,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687431825466748032,nan,nan,1.64890441,9.06E-6,nan,nan,nan,nan,1697.35294276,1.281E-5,1697.42307063,1.281E-5,1697.4289298,1.281E-5,16.1732,3.0E-4,16.3781,0.0022,15.7785,0.0016,0.440573,9.15E-4,0.537386,0.009906,0.304601,0.00661,nan,nan,0.19385,0.00231,0.05172,0.00275,4.32062,0.01387,2.89752,0.0522,30,26,26,16.80175591181,-72.5968823073,16.80175591181,-72.5968823073
5392,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687433337295064576,6.11227377,4.0E-5,nan,nan,nan,nan,nan,nan,1686.11560795,5.657E-5,1686.23101976,5.657E-5,1686.37207964,5.657E-5,15.3464,3.0E-4,15.6271,0.0042,14.8606,0.0028,0.689991,6.48E-4,0.818727,0.019292,0.437439,0.017768,0.03,0.23,0.39768,0.0013,0.12369,0.00196,4.4638,0.00332,2.64274,0.00791,30,23,22,16.85309831328,-72.52244120659,16.85309831328,-72.52244120659
5393,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687439144084562432,3.71136843,1.445E-5,nan,nan,nan,nan,nan,nan,1692.01625233,2.044E-5,1692.2788127,2.044E-5,1692.28634104,2.044E-5,16.143,8.0E-4,16.4989,0.0038,15.7165,0.002,1.083031,0.003161,1.069693,0.028739,0.680741,0.015141,-0.33,0.22,0.4941,0.00217,0.31344,0.0016,4.18595,0.00632,2.18601,0.01201,34,29,31,17.1837633259,-72.69249549098,17.1837633259,-72.69249549098
5394,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687448726141616640,nan,nan,1.26399502,3.85E-6,nan,nan,nan,nan,1697.49043131,5.44E-6,1697.50444066,5.44E-6,1697.5119176,5.44E-6,17.6263,6.0E-4,17.8142,0.0062,17.2081,0.0107,0.703343,0.003079,0.823348,0.047079,0.445186,0.037813,nan,nan,0.36087,0.0043,nan,nan,4.15368,0.01078,nan,nan,25,25,21,18.19454785398,-72.42707206818,18.19454785398,-72.42707206818
5395,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687449447696394880,1.34108943,6.6E-6,nan,nan,nan,nan,nan,nan,1698.29114981,9.33E-6,1740.01567866,9.33E-6,1740.01680887,9.33E-6,17.4304,0.0024,17.7699,0.0193,17.0218,0.0073,0.618596,0.006864,0.347478,0.024734,0.204524,0.018918,-0.02,0.22,0.39815,0.00571,0.24089,0.00767,3.84897,0.0126,1.58703,0.02415,28,21,20,18.45197097985,-72.40985512599,18.45197097985,-72.40985512599
5396,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687453712612780928,2.8119991,1.06E-5,nan,nan,nan,nan,nan,nan,1695.38423539,1.499E-5,1695.40285561,1.499E-5,1695.39203073,1.499E-5,16.1683,5.0E-4,16.4661,0.003,15.7406,0.0038,0.960961,0.001904,1.123024,0.010792,0.696694,0.011327,-0.31,0.22,0.48604,0.00243,0.33687,0.00218,4.31236,0.00593,2.47377,0.00878,28,26,26,18.23921064006,-72.34179952594,18.23921064006,-72.34179952594
5397,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687461546633470976,3.19941093,1.176E-5,nan,nan,nan,nan,nan,nan,1692.40150131,1.663E-5,1692.34628751,1.663E-5,1692.40774197,1.663E-5,16.1684,6.0E-4,16.4262,0.0029,15.678,0.0027,0.740011,0.001357,0.836574,0.009595,0.505409,0.009532,-0.33,0.22,0.49327,0.00377,nan,nan,4.51481,0.00767,nan,nan,24,26,26,16.98388866459,-72.36959551472,16.98388866459,-72.36959551472
5398,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687471270439030784,5.73123204,3.658E-5,nan,nan,nan,nan,nan,nan,1684.73265827,5.173E-5,1684.66286649,5.173E-5,1684.81100964,5.173E-5,15.5832,2.0E-4,15.9313,0.0019,15.0584,0.0016,0.373713,8.26E-4,0.460296,0.007102,0.278545,0.005973,0.12,0.23,0.37095,0.00215,nan,nan,4.81955,0.01027,nan,nan,30,26,26,18.11531216289,-72.16727120721,18.11531216289,-72.16727120721
5399,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687472644828540800,nan,nan,2.7829995,4.045E-5,nan,nan,nan,nan,1693.38787275,5.721E-5,1693.27144729,5.721E-5,1693.36641738,5.721E-5,15.5141,9.0E-4,15.7428,0.0026,15.113,0.0023,0.143477,0.001336,0.142016,0.007782,0.085007,0.007772,nan,nan,0.08585,0.02093,nan,nan,4.01329,0.2995,nan,nan,26,23,22,18.30882571624,-72.08797355553,18.30882571624,-72.08797355553
5400,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687483914832484608,nan,nan,0.77059256,2.03E-6,nan,nan,nan,nan,1699.78015462,2.88E-6,1699.71294861,2.88E-6,1699.78678612,2.88E-6,17.5518,7.0E-4,17.5119,0.0041,17.046,0.005,0.510329,0.002586,0.47224,0.016172,0.393905,0.070233,nan,nan,0.27646,0.0038,nan,nan,3.77319,0.0161,nan,nan,31,27,27,16.29610239463,-72.44214469313,16.29610239463,-72.44214469313
5401,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687484498948016256,4.96822027,2.465E-5,nan,nan,nan,nan,nan,nan,1690.80863838,3.486E-5,1690.92326402,3.486E-5,1690.78440967,3.486E-5,15.3877,3.0E-4,15.6907,0.0023,14.9027,0.0022,0.792716,8.48E-4,0.927524,0.008086,0.602109,0.010017,-0.21,0.22,0.46239,0.00115,0.20562,0.00101,4.49844,0.00351,2.76564,0.00478,33,30,29,16.48259560711,-72.4397550564,16.48259560711,-72.4397550564
5402,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687485323581686912,nan,nan,1.40342747,5.74E-6,nan,nan,nan,nan,1698.07916155,8.12E-6,1698.02304321,8.12E-6,1698.11579226,8.12E-6,16.3372,3.0E-4,16.5163,0.0034,15.967,0.0018,0.240833,0.001243,0.284144,0.009372,0.170796,0.009158,nan,nan,0.12551,0.0032,nan,nan,4.42595,0.04308,nan,nan,33,31,30,16.45851076473,-72.41617961198,16.45851076473,-72.41617961198
5403,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687486899875762176,3.35454781,3.024E-5,nan,nan,nan,nan,nan,nan,1691.41076182,4.276E-5,1691.45559729,4.276E-5,1691.4733436,4.276E-5,16.269,2.0E-4,16.5575,0.0018,15.7424,0.0013,0.368003,0.001475,0.437239,0.009026,0.286738,0.007197,0.07,0.22,0.37108,0.00307,0.15891,0.00321,4.27073,0.01364,2.4536,0.01958,33,34,35,16.24672922643,-72.41610419048,16.24672922643,-72.41610419048
5404,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687488278519047424,2.89345771,5.25E-6,nan,nan,nan,nan,nan,nan,1693.5099792,7.43E-6,1693.41231993,7.43E-6,1693.4854255,7.43E-6,16.0588,4.0E-4,16.2874,0.002,15.6462,0.0014,1.160054,0.001788,1.165244,0.009977,0.802475,0.007126,-0.48,0.22,0.5383,0.0014,0.23926,0.0016,4.08143,0.00352,1.83584,0.00904,28,24,25,16.18334813026,-72.34654585261,16.18334813026,-72.34654585261
5405,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687492504768386560,1.62651398,7.74E-6,nan,nan,nan,nan,nan,nan,1697.87955963,1.095E-5,1697.86790851,1.095E-5,1697.87823455,1.095E-5,17.1133,4.0E-4,17.2425,0.0027,16.53,0.0037,0.382788,0.002216,0.361068,0.011227,0.235922,0.020139,0.12,0.22,0.35619,0.00667,0.18321,0.00529,3.95845,0.02156,1.80718,0.03774,31,25,25,15.35267074749,-72.45650033285,15.35267074749,-72.45650033285
5406,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687493535559964800,nan,nan,1.0052823,2.83E-6,nan,nan,nan,nan,1699.2342447,4.0E-6,1740.46163558,4.0E-6,1699.26691779,4.0E-6,17.0201,3.0E-4,17.1814,0.0035,16.6342,0.0055,0.363847,0.001355,0.425545,0.01235,0.260628,0.013289,nan,nan,0.27714,0.00367,0.11331,0.00421,4.09541,0.01239,1.6634,0.02601,29,26,25,15.82004500158,-72.40700749531,15.82004500158,-72.40700749531
5407,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687495047388554624,nan,nan,1.50888049,6.01E-6,nan,nan,nan,nan,1738.44343071,8.5E-6,1697.66337031,8.5E-6,1697.71973296,8.5E-6,16.321,4.0E-4,16.4961,0.0018,15.954,0.0021,0.39618,0.001906,0.487251,0.007855,0.289155,0.0081,nan,nan,0.20919,0.00397,0.05194,0.00293,4.33445,0.01863,2.88075,0.08664,25,26,25,15.83536054968,-72.31879273795,15.83536054968,-72.31879273795
5408,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687499101837844352,nan,nan,1.6890618,1.053E-5,nan,nan,nan,nan,1696.95327641,1.49E-5,1697.00088567,1.49E-5,1696.93125417,1.49E-5,16.216,4.0E-4,16.3859,0.0023,15.8523,0.0026,0.32252,0.001144,0.370252,0.008553,0.237272,0.007773,nan,nan,0.13356,0.0034,nan,nan,4.42243,0.02603,nan,nan,26,26,26,15.68081922457,-72.26072809864,15.68081922457,-72.26072809864
5409,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687501090390669824,2.08882431,2.98E-6,nan,nan,nan,nan,nan,nan,1696.78972635,4.21E-6,1696.894057,4.21E-6,1696.851148,4.21E-6,16.5952,5.0E-4,16.7564,0.0023,16.1613,0.0031,1.154882,0.002062,1.088989,0.009986,0.771336,0.015295,-0.27,0.22,0.47648,0.00377,0.43949,0.00225,3.83803,0.00594,1.77423,0.00691,30,25,25,16.0486872672,-72.26665196441,16.0486872672,-72.26665196441
5410,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687501335205524224,nan,nan,0.73297348,4.66E-6,nan,nan,nan,nan,1699.5515587,6.58E-6,1741.40010093,6.58E-6,1699.7042999,6.58E-6,17.8839,6.0E-4,18.1435,0.0061,17.3518,0.0047,0.255641,0.002679,0.21016,0.032017,0.168764,0.022487,nan,nan,0.18405,0.00904,nan,nan,3.61898,0.05037,nan,nan,28,21,25,16.1930587086,-72.26392530382,16.1930587086,-72.26392530382
5411,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687521607458230656,2.26872581,5.28E-6,nan,nan,nan,nan,nan,nan,1696.75597112,7.46E-6,1696.74947106,7.46E-6,1694.71732114,7.46E-6,16.2155,0.0017,16.3335,0.0032,15.7856,0.0043,0.981572,0.002163,1.070677,0.012089,0.592088,0.034742,-0.2,0.22,0.45506,0.00437,0.23696,0.00415,3.92841,0.00324,1.66195,0.01323,28,26,24,17.52441585409,-72.09115680677,17.52441585409,-72.09115680677
5412,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687528479405894528,7.18101938,8.117E-5,nan,nan,nan,nan,nan,nan,1682.66362783,1.1479E-4,1682.48124226,1.1479E-4,1682.36448098,1.1479E-4,14.7843,2.0E-4,15.0115,0.0014,14.3616,0.0015,0.345142,5.56E-4,0.390785,0.003985,0.256026,0.005004,nan,nan,0.40521,0.00222,nan,nan,4.81011,0.00667,nan,nan,24,24,21,17.06540749163,-72.06873088111,17.06540749163,-72.06873088111
5413,LC,DCEP,,MULTI,F/2O,369295549951641967,4687539096564612864,0.74456781,9.47E-6,nan,nan,0.45229521,2.809E-5,nan,nan,1699.59456507,9.0E-6,1699.57107375,9.0E-6,1699.57187704,9.0E-6,16.9629,7.0E-4,17.0839,0.0061,16.6808,0.0047,0.148243,9.65E-4,0.125656,0.008629,0.093928,0.006669,nan,nan,0.07812,0.0428,nan,nan,0.91107,0.30327,nan,nan,30,26,25,18.07178868413,-71.75243730341,18.07178868413,-71.75243730341
5414,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687569294456389632,nan,nan,1.03196352,1.34E-5,nan,nan,nan,nan,1698.43132781,1.896E-5,1698.56162739,1.896E-5,1698.45650422,1.896E-5,16.7133,8.0E-4,16.895,0.0025,16.3966,0.0042,0.123424,0.001733,0.134774,0.011802,0.049651,0.025197,nan,nan,0.09286,0.03427,nan,nan,4.1607,2.05006,nan,nan,29,27,26,18.83124948967,-71.90406833034,18.83124948967,-71.90406833034
5415,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687616405955409024,nan,nan,2.19742909,1.77E-5,nan,nan,nan,nan,1695.50295575,2.503E-5,1695.46726632,2.503E-5,1695.52106566,2.503E-5,15.9964,5.0E-4,16.2325,0.0102,15.6018,0.0041,0.431642,0.001083,0.529939,0.007345,0.310663,0.007265,nan,nan,0.11647,0.00254,nan,nan,4.32762,0.02091,nan,nan,30,27,26,18.78224056649,-71.88096223802,18.78224056649,-71.88096223802
5416,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4687618673698614912,nan,nan,2.32307257,1.355E-5,nan,nan,nan,nan,1696.28206739,1.917E-5,1696.33837021,1.917E-5,1696.32621002,1.917E-5,15.7753,2.0E-4,15.9709,0.0012,15.4241,0.0013,0.362171,9.09E-4,0.425973,0.006414,0.28762,0.006095,nan,nan,0.10738,0.00268,nan,nan,4.23522,0.02106,nan,nan,32,31,31,18.28613905525,-71.87822665303,18.28613905525,-71.87822665303
5417,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687627504150666880,3.78725298,1.483E-5,nan,nan,nan,nan,nan,nan,1690.97470775,2.098E-5,1690.99504754,2.098E-5,1691.11332084,2.098E-5,15.8717,3.0E-4,16.1486,0.0028,15.4168,0.0038,1.033078,0.001763,1.241285,0.012692,0.704227,0.00965,-0.36,0.22,0.50396,0.00135,0.32733,0.00172,4.29833,0.0043,2.43318,0.00648,32,29,27,19.05728675731,-71.68617693948,19.05728675731,-71.68617693948
5418,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687636368963911168,2.37751599,2.408E-5,nan,nan,nan,nan,nan,nan,1696.59143297,3.406E-5,1694.40516491,3.406E-5,1694.33783746,3.406E-5,16.8382,0.0012,17.0863,0.0152,16.3553,0.003,0.467139,0.004929,0.462257,0.016293,0.321773,0.00891,0.01,0.22,0.39001,0.00848,0.15508,0.00639,4.1062,0.0148,2.19777,0.04562,29,28,29,18.18277421222,-71.66208199453,18.18277421222,-71.66208199453
5419,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4687638155670185600,6.06372241,2.561E-5,nan,nan,nan,nan,nan,nan,1730.1344551,3.622E-5,1687.74440781,3.622E-5,1687.91434433,3.622E-5,15.4542,3.0E-4,15.6933,0.0028,14.9463,0.0017,0.759986,7.6E-4,0.966054,0.005958,0.559024,0.005185,-0.13,0.23,0.44535,0.00225,0.27057,0.00143,4.79021,0.00581,2.75556,0.00728,27,25,26,18.47783930198,-71.62184530369,18.47783930198,-71.62184530369
5420,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295549951641967,4688062360997085440,2.3775918,1.138E-5,nan,nan,nan,nan,nan,nan,1695.8430076,1.61E-5,1696.21815308,1.61E-5,1693.80930912,1.61E-5,16.5994,0.0015,17.0551,0.0054,16.3325,0.0051,1.125041,0.004793,0.629806,0.01361,0.482541,0.010312,nan,nan,0.48238,0.00451,0.40505,0.00367,4.31391,0.01078,2.24843,0.02067,28,22,26,21.38772823934,-70.75955637619,21.38772823934,-70.75955637619
5421,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4688114725237948672,2.88020832,1.004E-5,nan,nan,nan,nan,nan,nan,1693.39919468,1.42E-5,1693.32738522,1.42E-5,1693.59089647,1.42E-5,16.3841,3.0E-4,16.6446,0.0038,15.9947,0.003,0.853334,0.001717,1.409339,0.073,0.516097,0.028303,-0.09,0.22,0.41892,0.00272,0.27327,0.00196,4.42623,0.00596,2.78592,0.008,32,23,23,24.52435204437,-70.61840411247,24.52435204437,-70.61840411247
5422,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4688179115387628544,nan,nan,1.84246269,2.479E-5,nan,nan,nan,nan,1695.41583113,3.506E-5,1695.48871837,3.506E-5,1695.48821474,3.506E-5,16.4239,6.0E-4,16.7011,0.0032,15.9748,0.0024,0.170575,0.002763,0.236731,0.013084,0.105931,0.011076,nan,nan,0.156,0.00801,nan,nan,5.99781,0.05294,nan,nan,27,23,22,24.10374443535,-70.41783658042,24.10374443535,-70.41783658042
5423,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4688389873726739840,nan,nan,1.62624947,1.513E-5,nan,nan,nan,nan,1698.5057382,2.14E-5,1698.3652292,2.14E-5,1698.37407455,2.14E-5,17.0433,5.0E-4,17.2987,0.0049,16.6242,0.0048,0.32088,0.002007,0.396925,0.016825,0.217247,0.017649,nan,nan,0.13537,0.00523,nan,nan,4.87857,0.04828,nan,nan,27,22,21,4.56815348145,-74.477704604,4.56815348145,-74.477704604
5424,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685971467915164160,nan,nan,3.29814138,2.737E-5,nan,nan,nan,nan,1692.56315917,3.871E-5,1692.74707837,3.871E-5,1692.78138914,3.871E-5,15.9866,2.0E-4,16.2792,0.0023,15.5019,0.0024,0.29943,0.001233,0.311862,0.008879,0.202374,0.007895,nan,nan,0.18841,0.00245,0.0886,0.00345,4.12532,0.01956,1.31005,0.03732,28,25,25,15.09318023084,-72.7861476308,15.09318023084,-72.7861476308
5425,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685972911023931008,2.86715338,6.04E-6,nan,nan,nan,nan,nan,nan,1693.22164293,8.54E-6,1693.2276682,8.54E-6,1693.43114686,8.54E-6,16.437,7.0E-4,16.6924,0.0057,15.8904,0.0028,0.69335,0.00144,0.867942,0.013601,0.461626,0.015601,-0.4,0.22,0.514,0.00537,0.44943,0.00499,4.27568,0.00778,2.06268,0.01111,30,28,26,15.16605708109,-72.73418333516,15.16605708109,-72.73418333516
5426,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685974491571963392,nan,nan,1.34435522,9.1E-6,nan,nan,nan,nan,1698.51736978,1.287E-5,1698.56901564,1.287E-5,1698.57190595,1.287E-5,16.8612,4.0E-4,17.0527,0.0036,16.44,0.0048,0.344863,0.001718,0.417291,0.011491,0.270025,0.011482,nan,nan,0.15015,0.00537,0.06326,0.00353,4.42236,0.02746,2.27688,0.05812,31,28,27,14.76009847797,-72.72684087993,14.76009847797,-72.72684087993
